"Year","Geo Level","State","State ANSI","Marketing_channels","Category","Metric","Value","CV (%)"
2021,"STATE","MINNESOTA","27",NA,"ACRES HARVESTED",NA,19,45.8
2021,"STATE","MINNESOTA","27",NA,"OPERATIONS WITH AREA HARVESTED",NA,21,39.5
2021,"STATE","MINNESOTA","27",NA,"OPERATIONS WITH SALES",NA,21,39.5
2021,"STATE","MINNESOTA","27",NA,"PRODUCTION","MEASURED IN CWT",749,54
2021,"STATE","MINNESOTA","27",NA,"SALES","MEASURED IN $",418914,62.4
2021,"STATE","MINNESOTA","27",NA,"SALES","MEASURED IN CWT",749,54
2021,"STATE","MINNESOTA","27","FRESH MARKET","OPERATIONS WITH SALES",NA,18,43.6
2021,"STATE","MINNESOTA","27","FRESH MARKET","SALES","MEASURED IN $",3904.5,71.2
2021,"STATE","MINNESOTA","27","FRESH MARKET","SALES","MEASURED IN CWT",659,62.9
2021,"STATE","MINNESOTA","27","PROCESSING","OPERATIONS WITH SALES",NA,3,95.4
2021,"STATE","MINNESOTA","27","PROCESSING","SALES","MEASURED IN $",3904.5,71.2
2021,"STATE","MINNESOTA","27","PROCESSING","SALES","MEASURED IN CWT",90,95.4
2021,"STATE","MONTANA","30",NA,"ACRES HARVESTED",NA,5,71.5
2021,"STATE","MONTANA","30",NA,"OPERATIONS WITH AREA HARVESTED",NA,11,43.6
2021,"STATE","MONTANA","30",NA,"OPERATIONS WITH SALES",NA,11,43.6
2021,"STATE","MONTANA","30",NA,"PRODUCTION","MEASURED IN CWT",96,73.5
2021,"STATE","MONTANA","30",NA,"SALES","MEASURED IN $",80886,74.8
2021,"STATE","MONTANA","30",NA,"SALES","MEASURED IN CWT",96,73.5
2021,"STATE","MONTANA","30","FRESH MARKET","OPERATIONS WITH SALES",NA,11,43.6
2021,"STATE","MONTANA","30","FRESH MARKET","SALES","MEASURED IN $",80886,74.8
2021,"STATE","MONTANA","30","FRESH MARKET","SALES","MEASURED IN CWT",96,73.5
2021,"STATE","NEBRASKA","31",NA,"ACRES HARVESTED",NA,1.7,114.17
2021,"STATE","NEBRASKA","31",NA,"OPERATIONS WITH AREA HARVESTED",NA,1,99.95
2021,"STATE","NEBRASKA","31",NA,"OPERATIONS WITH SALES",NA,1,99.95
2021,"STATE","NEBRASKA","31",NA,"PRODUCTION","MEASURED IN CWT",81,114.13
2021,"STATE","NEBRASKA","31",NA,"SALES","MEASURED IN $",1029.4,116.15
2021,"STATE","NEBRASKA","31",NA,"SALES","MEASURED IN CWT",1029.4,116.15
2021,"STATE","NEBRASKA","31","FRESH MARKET","OPERATIONS WITH SALES",NA,1,99.95
2021,"STATE","NEBRASKA","31","FRESH MARKET","SALES","MEASURED IN $",1029.4,116.15
2021,"STATE","NEBRASKA","31","FRESH MARKET","SALES","MEASURED IN CWT",1029.4,116.15
2021,"STATE","NEW HAMPSHIRE","33",NA,"ACRES HARVESTED",NA,6,99.95
2021,"STATE","NEW HAMPSHIRE","33",NA,"OPERATIONS WITH AREA HARVESTED",NA,9,58.7
2021,"STATE","NEW HAMPSHIRE","33",NA,"OPERATIONS WITH SALES",NA,9,58.7
2021,"STATE","NEW HAMPSHIRE","33",NA,"PRODUCTION","MEASURED IN CWT",132,99.95
2021,"STATE","NEW HAMPSHIRE","33",NA,"SALES","MEASURED IN $",52665,99.95
2021,"STATE","NEW HAMPSHIRE","33",NA,"SALES","MEASURED IN CWT",132,99.95
2021,"STATE","NEW HAMPSHIRE","33","FRESH MARKET","OPERATIONS WITH SALES",NA,9,58.7
2021,"STATE","NEW HAMPSHIRE","33","FRESH MARKET","SALES","MEASURED IN $",52665,99.95
2021,"STATE","NEW HAMPSHIRE","33","FRESH MARKET","SALES","MEASURED IN CWT",132,99.95
2021,"STATE","NEW JERSEY","34",NA,"ACRES HARVESTED",NA,5.2,78.28
2021,"STATE","NEW JERSEY","34",NA,"OPERATIONS WITH AREA HARVESTED",NA,3,99.95
2021,"STATE","NEW JERSEY","34",NA,"OPERATIONS WITH SALES",NA,3,99.95
2021,"STATE","NEW JERSEY","34",NA,"PRODUCTION","MEASURED IN CWT",253.9,78.23
2021,"STATE","NEW JERSEY","34",NA,"SALES","MEASURED IN $",28166,99.95
2021,"STATE","NEW JERSEY","34",NA,"SALES","MEASURED IN CWT",3228.5,80.25
2021,"STATE","NEW JERSEY","34","FRESH MARKET","OPERATIONS WITH SALES",NA,3,99.95
2021,"STATE","NEW JERSEY","34","FRESH MARKET","SALES","MEASURED IN $",28166,99.95
2021,"STATE","NEW JERSEY","34","FRESH MARKET","SALES","MEASURED IN CWT",3228.5,80.25
2021,"STATE","NEW YORK","36",NA,"ACRES HARVESTED",NA,38,42.2
2021,"STATE","NEW YORK","36",NA,"OPERATIONS WITH AREA HARVESTED",NA,45,26.4
2021,"STATE","NEW YORK","36",NA,"OPERATIONS WITH SALES",NA,45,26.4
2021,"STATE","NEW YORK","36",NA,"PRODUCTION","MEASURED IN CWT",1755,32.6
2021,"STATE","NEW YORK","36",NA,"SALES","MEASURED IN $",633111,44.5
2021,"STATE","NEW YORK","36",NA,"SALES","MEASURED IN CWT",1755,32.6
2021,"STATE","NEW YORK","36","FRESH MARKET","OPERATIONS WITH SALES",NA,43,25.3
2021,"STATE","NEW YORK","36","FRESH MARKET","SALES","MEASURED IN $",20072.6,62.17
2021,"STATE","NEW YORK","36","FRESH MARKET","SALES","MEASURED IN CWT",20072.6,62.17
2021,"STATE","NEW YORK","36","PROCESSING","OPERATIONS WITH SALES",NA,2,94.9
2021,"STATE","NEW YORK","36","PROCESSING","SALES","MEASURED IN $",20072.6,62.17
2021,"STATE","NEW YORK","36","PROCESSING","SALES","MEASURED IN CWT",20072.6,62.17
2021,"STATE","NORTH CAROLINA","37",NA,"ACRES HARVESTED",NA,6,76.7
2021,"STATE","NORTH CAROLINA","37",NA,"OPERATIONS WITH AREA HARVESTED",NA,4,68.3
2021,"STATE","NORTH CAROLINA","37",NA,"OPERATIONS WITH SALES",NA,4,68.3
2021,"STATE","NORTH CAROLINA","37",NA,"PRODUCTION","MEASURED IN CWT",734,89.2
2021,"STATE","NORTH CAROLINA","37",NA,"SALES","MEASURED IN $",190000,99.95
2021,"STATE","NORTH CAROLINA","37",NA,"SALES","MEASURED IN CWT",734,89.2
2021,"STATE","NORTH CAROLINA","37","FRESH MARKET","OPERATIONS WITH SALES",NA,4,68.3
2021,"STATE","NORTH CAROLINA","37","FRESH MARKET","SALES","MEASURED IN $",190000,99.95
2021,"STATE","NORTH CAROLINA","37","FRESH MARKET","SALES","MEASURED IN CWT",734,89.2
2021,"STATE","OHIO","39",NA,"ACRES HARVESTED",NA,10,67.5
2021,"STATE","OHIO","39",NA,"OPERATIONS WITH AREA HARVESTED",NA,9,72.1
2021,"STATE","OHIO","39",NA,"OPERATIONS WITH SALES",NA,9,72.1
2021,"STATE","OHIO","39",NA,"PRODUCTION","MEASURED IN CWT",360,68.4
2021,"STATE","OHIO","39",NA,"SALES","MEASURED IN $",106638,69.2
2021,"STATE","OHIO","39",NA,"SALES","MEASURED IN CWT",360,68.4
2021,"STATE","OHIO","39","FRESH MARKET","OPERATIONS WITH SALES",NA,9,72.1
2021,"STATE","OHIO","39","FRESH MARKET","SALES","MEASURED IN $",106638,69.2
2021,"STATE","OHIO","39","FRESH MARKET","SALES","MEASURED IN CWT",360,68.4
2021,"STATE","OKLAHOMA","40",NA,"ACRES HARVESTED",NA,8.4,106.75
2021,"STATE","OKLAHOMA","40",NA,"OPERATIONS WITH AREA HARVESTED",NA,4,70.4
2021,"STATE","OKLAHOMA","40",NA,"OPERATIONS WITH SALES",NA,4,70.4
2021,"STATE","OKLAHOMA","40",NA,"PRODUCTION","MEASURED IN CWT",1858,69.9
2021,"STATE","OKLAHOMA","40",NA,"SALES","MEASURED IN $",5172.8,108.73
2021,"STATE","OKLAHOMA","40",NA,"SALES","MEASURED IN CWT",1858,69.9
2021,"STATE","OKLAHOMA","40","FRESH MARKET","OPERATIONS WITH SALES",NA,4,70.4
2021,"STATE","OKLAHOMA","40","FRESH MARKET","SALES","MEASURED IN $",5172.8,108.73
2021,"STATE","OKLAHOMA","40","FRESH MARKET","SALES","MEASURED IN CWT",1858,69.9
2021,"STATE","OREGON","41",NA,"ACRES HARVESTED",NA,27,99.95
2021,"STATE","OREGON","41",NA,"OPERATIONS WITH AREA HARVESTED",NA,26,54.2
2021,"STATE","OREGON","41",NA,"OPERATIONS WITH SALES",NA,26,54.2
2021,"STATE","OREGON","41",NA,"PRODUCTION","MEASURED IN CWT",1362,84.2
2021,"STATE","OREGON","41",NA,"SALES","MEASURED IN $",895054,99.95
2021,"STATE","OREGON","41",NA,"SALES","MEASURED IN CWT",1362,84.2
2021,"STATE","OREGON","41","FRESH MARKET","OPERATIONS WITH SALES",NA,26,54.2
2021,"STATE","OREGON","41","FRESH MARKET","SALES","MEASURED IN $",895054,99.95
2021,"STATE","OREGON","41","FRESH MARKET","SALES","MEASURED IN CWT",1362,84.2
2021,"STATE","PENNSYLVANIA","42",NA,"ACRES HARVESTED",NA,8,45.7
2021,"STATE","PENNSYLVANIA","42",NA,"OPERATIONS WITH AREA HARVESTED",NA,27,48.1
2021,"STATE","PENNSYLVANIA","42",NA,"OPERATIONS WITH SALES",NA,27,48.1
2021,"STATE","PENNSYLVANIA","42",NA,"PRODUCTION","MEASURED IN CWT",522,49
2021,"STATE","PENNSYLVANIA","42",NA,"SALES","MEASURED IN $",148898,43.7
2021,"STATE","PENNSYLVANIA","42",NA,"SALES","MEASURED IN CWT",522,49
2021,"STATE","PENNSYLVANIA","42","FRESH MARKET","OPERATIONS WITH SALES",NA,27,48.1
2021,"STATE","PENNSYLVANIA","42","FRESH MARKET","SALES","MEASURED IN $",148898,43.7
2021,"STATE","PENNSYLVANIA","42","FRESH MARKET","SALES","MEASURED IN CWT",522,49
2021,"STATE","RHODE ISLAND","44",NA,"ACRES HARVESTED",NA,2.4,87.12
2021,"STATE","RHODE ISLAND","44",NA,"OPERATIONS WITH AREA HARVESTED",NA,2,99.95
2021,"STATE","RHODE ISLAND","44",NA,"OPERATIONS WITH SALES",NA,2,99.95
2021,"STATE","RHODE ISLAND","44",NA,"PRODUCTION","MEASURED IN CWT",114.5,87.08
2021,"STATE","RHODE ISLAND","44",NA,"SALES","MEASURED IN $",1455.8,89.1
2021,"STATE","RHODE ISLAND","44",NA,"SALES","MEASURED IN CWT",1455.8,89.1
2021,"STATE","RHODE ISLAND","44","FRESH MARKET","OPERATIONS WITH SALES",NA,2,99.95
2021,"STATE","RHODE ISLAND","44","FRESH MARKET","SALES","MEASURED IN $",1455.8,89.1
2021,"STATE","RHODE ISLAND","44","FRESH MARKET","SALES","MEASURED IN CWT",1455.8,89.1
2021,"STATE","SOUTH CAROLINA","45",NA,"ACRES HARVESTED",NA,6.3,97.06
2021,"STATE","SOUTH CAROLINA","45",NA,"OPERATIONS WITH AREA HARVESTED",NA,2,99.95
2021,"STATE","SOUTH CAROLINA","45",NA,"OPERATIONS WITH SALES",NA,2,99.95
2021,"STATE","SOUTH CAROLINA","45",NA,"PRODUCTION","MEASURED IN CWT",306.2,97.02
2021,"STATE","SOUTH CAROLINA","45",NA,"SALES","MEASURED IN $",3893.7,99.04
2021,"STATE","SOUTH CAROLINA","45",NA,"SALES","MEASURED IN CWT",3893.7,99.04
2021,"STATE","SOUTH CAROLINA","45","FRESH MARKET","OPERATIONS WITH SALES",NA,2,99.95
2021,"STATE","SOUTH CAROLINA","45","FRESH MARKET","SALES","MEASURED IN $",3893.7,99.04
2021,"STATE","SOUTH CAROLINA","45","FRESH MARKET","SALES","MEASURED IN CWT",3893.7,99.04
2021,"STATE","SOUTH DAKOTA","46",NA,"ACRES HARVESTED",NA,1.2,114.17
2021,"STATE","SOUTH DAKOTA","46",NA,"OPERATIONS WITH AREA HARVESTED",NA,1,99.95
2021,"STATE","SOUTH DAKOTA","46",NA,"OPERATIONS WITH SALES",NA,1,99.95
2021,"STATE","SOUTH DAKOTA","46",NA,"PRODUCTION","MEASURED IN CWT",57.2,114.13
2021,"STATE","SOUTH DAKOTA","46",NA,"SALES","MEASURED IN $",727.9,116.15
2021,"STATE","SOUTH DAKOTA","46",NA,"SALES","MEASURED IN CWT",727.9,116.15
2021,"STATE","SOUTH DAKOTA","46","FRESH MARKET","OPERATIONS WITH SALES",NA,1,99.95
2021,"STATE","SOUTH DAKOTA","46","FRESH MARKET","SALES","MEASURED IN $",727.9,116.15
2021,"STATE","SOUTH DAKOTA","46","FRESH MARKET","SALES","MEASURED IN CWT",727.9,116.15
2021,"STATE","TENNESSEE","47",NA,"ACRES HARVESTED",NA,3.7,104.82
2021,"STATE","TENNESSEE","47",NA,"OPERATIONS WITH AREA HARVESTED",NA,1,99.95
2021,"STATE","TENNESSEE","47",NA,"OPERATIONS WITH SALES",NA,1,99.95
2021,"STATE","TENNESSEE","47",NA,"PRODUCTION","MEASURED IN CWT",179.5,104.77
2021,"STATE","TENNESSEE","47",NA,"SALES","MEASURED IN $",2282.1,106.79
2021,"STATE","TENNESSEE","47",NA,"SALES","MEASURED IN CWT",2282.1,106.79
2021,"STATE","TENNESSEE","47","FRESH MARKET","OPERATIONS WITH SALES",NA,1,99.95
2021,"STATE","TENNESSEE","47","FRESH MARKET","SALES","MEASURED IN $",2282.1,106.79
2021,"STATE","TENNESSEE","47","FRESH MARKET","SALES","MEASURED IN CWT",2282.1,106.79
2021,"STATE","VERMONT","50",NA,"ACRES HARVESTED",NA,33,43.3
2021,"STATE","VERMONT","50",NA,"OPERATIONS WITH AREA HARVESTED",NA,31,38.8
2021,"STATE","VERMONT","50",NA,"OPERATIONS WITH SALES",NA,31,38.8
